,Company,TypeName,Inches,ScreenResolution,Resolution,Cpu,Gpu,GHz,RamGB,MemoryGB,Extra GB,Disk,OpSys,Price,
785,MSI,Gaming,14,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,1024,SSD,Windows 10,1209,
786,MSI,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,128,1024,SSD,Windows 10,696,
787,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,4,1024,,HDD,Windows 10,638,
788,Acer,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,1024,SSD,Windows 10,1469,
789,Dell,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,256,,SSD,Windows 10,629,
790,Asus,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX1060,2.8,8,128,1024,SSD,Windows 10,856,
791,Vero,Notebook,14,1920,1080,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,32,,Flash,Windows 10,129,
792,Lenovo,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,1259,
793,Lenovo,2 in 1 Convertible,15.6,1920,1080,Intel Core i5 7200U ,AMD Radeon R7 M460,2.5,8,256,,SSD,Windows 10,613,
794,Apple,Ultrabook,12,2304,1440,Intel Core M  ,Intel HD Graphics 5300,1.2,8,512,,Flash,Mac OS X,744,
795,Lenovo,2 in 1 Convertible,14,2560,1440,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,1489,
796,Asus,Notebook,14,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,32,,Flash,Windows 10,191,
797,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,128,,SSD,Windows 10,517,
798,Lenovo,2 in 1 Convertible,13.9,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,862,
799,Dell,Notebook,15.6,1920,1080,Intel Core i3 6006U ,AMD Radeon R5 M420X,2,8,256,,SSD,Windows 10,472,
800,HP,Workstation,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia Quadro M2200,2.8,8,256,,SSD,Windows 10,1320,
801,Asus,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,702,
802,Dell,Ultrabook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,958,
803,Dell,Notebook,15.6,3840,2160,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,256,,SSD,Windows 10,1118,
804,Dell,Netbook,11.6,1366,768,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,128,,SSD,Windows 10,475,
805,HP,Netbook,12.5,1366,768,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,8,256,,SSD,Windows 10,888,
806,Toshiba,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,498,
807,HP,Notebook,15.6,1366,768,AMD A12-Series 9700P  ,AMD Radeon R7 Graphics,2.5,8,2048,,HDD,Windows 10,402,
808,Dell,Gaming,15.6,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,512,,SSD,Windows 10,1073,
809,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 920M,2.5,4,1024,,HDD,Windows 10,389,
810,HP,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,AMD Radeon RX 580,2.8,12,1024,,HDD,Windows 10,1118,
811,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,512,1024,SSD,Windows 10,1544,
812,Samsung,Ultrabook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,958,
813,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce GT 940MX,2.7,8,1024,,HDD,Windows 10,614,
814,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,AMD Radeon R5 M420,2.5,8,256,,SSD,Windows 10,504,
815,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,1188,
816,Razer,Ultrabook,12.5,3840,2160,Intel Core i7 7500U ,Intel HD Graphics 620,2.5,16,512,,SSD,Windows 10,1150,
817,HP,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,16,,Flash,Chrome OS,246,
818,Dell,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,128,1024,SSD,Windows 10,1601,
819,Dell,Notebook,14,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,482,
820,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Windows 10,313,
821,Toshiba,Ultrabook,14,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,128,,SSD,Windows 10,696,
822,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,1597,
823,MSI,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,256,,SSD,Windows 10,766,
824,Lenovo,Ultrabook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,Flash,Windows 10,1198,
825,Toshiba,Notebook,14,1366,768,Intel Pentium Dual Core 4405U,Intel HD Graphics 510,2.1,4,128,,SSD,Windows 10,319,
826,Asus,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,868,
827,Dell,Notebook,14,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Windows 10,374,
828,Acer,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,32,,Flash,Chrome OS,226,
829,Acer,Notebook,14,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,8,128,,SSD,Windows 10,395,
830,Razer,Gaming,17.3,3840,2160,Intel Core i7 7820HK ,Nvidia GeForce GTX 1080,2.9,32,512,,SSD,Windows 10,3515,
831,Lenovo,Ultrabook,14,2560,1440,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,16,512,,SSD,Windows 10,1342,
832,Asus,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 920,2.5,4,1024,,HDD,Linux,331,
833,Lenovo,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,758,
834,Lenovo,Notebook,14,1920,1080,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,8,256,,SSD,Windows 10,1054,
835,Dell,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1773,
836,Asus,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1546,
837,Toshiba,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,500,,HDD,Windows 10,427,
838,Lenovo,Notebook,14,1366,768,Intel Celeron Quad Core N3160,Intel HD Graphics 400,1.6,4,16,,Flash,Chrome OS,207,
839,Asus,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,128,,HDD,Windows 10,377,
840,Asus,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1060,2.6,16,512,1024,SSD,Windows 10,1150,
841,Dell,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,32,512,1024,SSD,Windows 10,1964,
842,HP,Notebook,17.3,1600,900,Intel Core i5 7200U ,Nvidia GeForce 930MX,2.5,8,1024,,HDD,Windows 10,581,
843,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,128,,SSD,Windows 10,456,
844,HP,Ultrabook,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,512,,SSD,Windows 7,1195,
845,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,AMD Radeon R5 M420,2.7,4,256,,SSD,Windows 10,472,
846,HP,2 in 1 Convertible,11.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,32,,Flash,Chrome OS,393,
847,Asus,Ultrabook,13.3,1920,1080,Intel Core i5 6200U ,Nvidia GeForce 940M,2.3,8,512,,SSD,Windows 10,655,
848,HP,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,1455,
849,HP,Ultrabook,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,512,,SSD,Windows 10,938,
850,HP,Notebook,15.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,128,,SSD,No OS,191,
851,Asus,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,128,1024,SSD,Windows 10,1214,
852,Dell,Notebook,17.3,1920,1080,Intel Core i7 7500U ,AMD Radeon R7 M445,2.7,8,1024,,HDD,Linux,553,
853,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GT 940MX,2.8,8,256,,SSD,Windows 10,1216,
854,Asus,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce GTX 930MX,2.7,8,256,,SSD,Windows 10,503,
855,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,128,,SSD,Windows 10,604,
856,Asus,Notebook,15.6,1366,768,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,1024,,HDD,Windows 10,287,
857,HP,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 7600U ,Intel HD Graphics 620,2.8,8,256,,SSD,Windows 10,1636,
858,Dell,Notebook,13.3,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,1024,,HDD,Windows 10,414,
859,Lenovo,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,1024,,HDD,No OS,299,
860,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,Windows 10,543,
861,HP,Notebook,15.6,1920,1080,Intel Core i5 7300U ,AMD Radeon R7 M465,2.6,8,256,,SSD,Windows 10,862,
862,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,128,,SSD,Windows 10,821,
863,Lenovo,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,1024,,HDD,No OS,650,
864,Dell,Ultrabook,13.3,3200,1800,Intel Core i7 7660U ,Intel Iris Plus Graphics 640,2.5,16,512,,SSD,Windows 10,1432,
865,HP,Notebook,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,581,
866,Toshiba,Ultrabook,13.3,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,700,
867,Lenovo,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,1246,
868,Acer,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,576,
869,Dell,Workstation,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia Quadro M620,2.8,8,1024,,HDD,Windows 10,1136,
870,Lenovo,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,674,
871,Lenovo,Notebook,15.6,1920,1080,Intel Core i3 6006U ,AMD Radeon R5 M430,2,4,1024,,HDD,No OS,306,
872,Toshiba,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,887,
873,Lenovo,Notebook,13.3,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,180,,SSD,Windows 10,469,
874,Samsung,Ultrabook,15,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,16,256,,SSD,Windows 10,1182,
875,Dell,Ultrabook,12.5,1920,1080,Intel Core i7 7600U ,Intel HD Graphics 620,2.8,8,256,,SSD,Windows 10,1080,
876,Asus,Notebook,15.6,1366,768,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,1024,,HDD,Linux,255,
877,Xiaomi,Ultrabook,13.3,1920,1080,Intel Core i5 6200U ,Nvidia GeForce 940MX,2.3,8,256,,SSD,Windows 10,597,
878,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 940MX,2.5,4,128,1024,SSD,Windows 10,583,
879,HP,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,536,
880,HP,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,1086,
881,HP,2 in 1 Convertible,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,437,
882,Asus,Notebook,14.1,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,32,,Flash,Windows 10,222,
883,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 6500U ,Nvidia GeForce 940MX,2.5,8,1024,,HDD,Windows 10,427,
884,Dell,Notebook,15.6,1366,768,Intel Pentium Quad Core N3710,Intel HD Graphics,1.6,4,500,,HDD,Windows 10,235,
885,HP,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,1150,
886,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,AMD Radeon R5 M420X,2,4,1024,,HDD,Linux,291,
887,Asus,Gaming,17.3,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,12,128,1024,SSD,Windows 10,875,
888,Acer,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,32,,Flash,Chrome OS,189,
889,Lenovo,Notebook,17.3,1600,900,AMD A4-Series 7210  ,AMD Radeon R3,2.2,4,500,,HDD,Windows 10,242,
890,HP,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,128,,SSD,Windows 10,808,
891,HP,2 in 1 Convertible,13.3,3200,1800,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,256,,SSD,Windows 10,894,
892,Samsung,Ultrabook,15,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,1086,
893,Lenovo,Ultrabook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,1150,
894,MSI,Gaming,17.3,3840,2160,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1060,2.6,16,512,2048,SSD,Windows 10,1693,
895,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,943,
896,Dell,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050Ti,2.8,8,1024,,HDD,Linux,593,
897,HP,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 930MX,2.7,8,1024,,HDD,Windows 10,575,
898,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,AMD Radeon R5 M420X,2,4,1024,,HDD,Windows 10,392,
899,Dell,Notebook,15.6,1920,1080,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,8,500,,HDD,Windows 10,597,
900,Dell,2 in 1 Convertible,13.3,3200,1800,Intel Core i7 7Y75 ,Intel HD Graphics 615,1.3,8,512,,SSD,Windows 10,1287,
901,Asus,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 980M,2.7,32,256,256,SSD,Windows 10,817,
902,Dell,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 7Y75 ,Intel HD Graphics 615,1.3,16,256,,SSD,Windows 10,1054,
903,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,Flash,Windows 10,1310,
904,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,512,,SSD,Windows 10,1255,
905,LG,Ultrabook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1342,
906,HP,Netbook,12.5,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,948,
907,Acer,Notebook,15.6,1920,1080,Intel Celeron Dual Core 3205U,Intel HD Graphics,1.5,4,16,,Flash,Chrome OS,229,
908,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 6300HQ ,Nvidia GeForce GTX 960M,2.3,8,128,1024,SSD,Windows 10,504,
909,LG,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,1214,
910,Dell,Notebook,14,1920,1080,Intel Core i5 7440HQ ,Intel HD Graphics 620,2.8,8,256,,SSD,Windows 10,770,
911,HP,Ultrabook,12.5,3840,2160,Intel Core M 6Y75 ,Intel HD Graphics 515,1.2,8,240,,SSD,Windows 10,1982,
912,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,6,256,,SSD,Windows 10,504,
913,HP,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 930MX,2.7,8,256,,SSD,Windows 10,651,
914,Acer,Notebook,15.6,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,1024,,HDD,Windows 10,319,
915,Lenovo,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,128,,SSD,Windows 10,563,
916,HP,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,613,
917,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,256,1024,SSD,Windows 10,1022,
918,Dell,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,128,1024,SSD,Windows 10,862,
919,MSI,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,128,1024,SSD,Windows 10,716,
920,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,AMD Radeon R5 M420,2.5,4,1024,,HDD,Windows 10,437,
921,HP,Ultrabook,15.6,1920,1080,Intel Core i7 6500U ,AMD Radeon R7 M365X,2.5,8,256,,SSD,Windows 10,829,
922,HP,Ultrabook,13.3,3200,1800,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,734,
923,Toshiba,Notebook,15.6,1920,1080,Intel Core i7 6600U ,Nvidia GeForce 930M,2.6,16,256,,SSD,Windows 10,1262,
924,Lenovo,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,512,,SSD,Windows 10,1166,
925,Dell,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,466,
926,Lenovo,Ultrabook,12.5,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,1054,
927,HP,Notebook,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,744,
928,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,1024,,HDD,Windows 10,452,
929,HP,Notebook,14,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,734,
930,Lenovo,Notebook,15.6,1366,768,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,1024,,HDD,Windows 10,197,
931,HP,Ultrabook,12.5,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,1009,
932,HP,Notebook,15.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,1024,,HDD,No OS,184,
933,Lenovo,2 in 1 Convertible,13.3,3200,1800,Intel Core i7 6560U ,Intel Iris Graphics 540,2.2,16,1024,,SSD,Windows 10,1150,
934,Toshiba,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,128,,SSD,Windows 10,706,
935,HP,Netbook,12.5,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,1067,
936,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,1024,,HDD,Windows 10,357,
937,MSI,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,766,
938,Dell,Ultrabook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,1047,
939,Dell,Gaming,17.3,2560,1440,Intel Core i7 6820HK ,Nvidia GeForce GTX 1080,2.7,16,512,1024,SSD,Windows 10,1763,
940,HP,Gaming,17.3,1920,1080,Intel Core i5 6300HQ ,Nvidia GeForce GTX 965M,2.3,8,128,1024,SSD,Windows 10,894,
941,Asus,Notebook,17.3,1600,900,Intel Pentium Quad Core N3710,Nvidia GeForce 920MX,1.6,4,1024,,HDD,Windows 10,338,
942,Acer,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,395,
943,Toshiba,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,715,
944,Lenovo,2 in 1 Convertible,11.3,1920,1080,Intel Core M m7-6Y75 ,Intel HD Graphics 515,1.2,8,256,,SSD,Windows 10,830,
945,Lenovo,Gaming,15.6,1920,1080,AMD FX 8800P  ,AMD Radeon R9 M385,2.1,16,512,1024,SSD,Windows 10,638,
946,Dell,Ultrabook,12.5,1920,1080,Intel Core i5 7200U ,Intel HD Graphics,2.5,8,256,,SSD,Windows 10,941,
947,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 920MX,2.7,8,1024,,HDD,No OS,437,
948,Dell,Notebook,17.3,1600,900,Intel Core i3 6006U ,AMD Radeon R7 M445,2,4,1024,,HDD,Windows 10,421,
949,Acer,Notebook,14,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,32,,Flash,Chrome OS,223,
950,HP,Workstation,15.6,1920,1080,Intel Core i7 6820HQ ,Nvidia Quadro M1000M,2.7,8,8,,SSD,Windows 10,1437,
951,Dell,Ultrabook,14,1920,1080,Intel Core i7 7600U ,Intel HD Graphics 620,2.8,8,256,,SSD,Windows 10,1134,
952,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,933,
953,Asus,2 in 1 Convertible,12.5,1920,1080,Intel Core M M7-6Y75 ,Intel HD Graphics 515,1.2,8,64,,Flash,Chrome OS,741,
954,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,8,256,,SSD,Windows 10,952,
955,Dell,Gaming,17.3,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,512,1024,SSD,Windows 10,2016,
956,Dell,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7Y54 ,Intel HD Graphics 615,1.2,8,256,,SSD,Windows 10,1214,
957,HP,2 in 1 Convertible,11.6,1366,768,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,256,,SSD,Windows 10,495,
958,Dell,Ultrabook,13.3,3200,1800,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,810,
959,Acer,2 in 1 Convertible,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,32,,Flash,Chrome OS,248,
960,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,,SSD,Windows 10,981,
961,Lenovo,Ultrabook,12.5,1920,1080,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,8,256,,SSD,Windows 10,1125,
962,Acer,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce GTX 950M,2.5,12,128,1024,SSD,Windows 10,645,
963,Toshiba,Ultrabook,12.5,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,1144,
964,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,Nvidia GeForce 930MX,2.5,8,1024,,HDD,Windows 10,541,
965,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,AMD Radeon R5 M430,2,4,1024,,HDD,Linux,297,
966,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,527,
967,HP,Notebook,15.6,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,500,,HDD,Windows 10,437,
968,Dell,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,32,256,1024,SSD,Windows 10,2013,
969,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 920MX,2.5,6,256,,SSD,Windows 10,444,
970,Dell,2 in 1 Convertible,13.3,3200,1800,Intel Core i7 7Y75 ,Intel HD Graphics 615,1.3,16,512,,SSD,Windows 10,1214,
971,Dell,Ultrabook,14,2560,1440,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,8,256,,SSD,Windows 10,1255,
972,Dell,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1070,2.6,32,256,1024,SSD,Windows 10,1790,
973,Toshiba,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,754,
974,Asus,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,1024,SSD,Windows 10,1310,
975,HP,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 930MX,2.7,8,128,1024,SSD,Windows 10,625,
976,Lenovo,Notebook,14,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,508,,Hybrid,Windows 7,640,
977,Asus,2 in 1 Convertible,15.6,3840,2160,Intel Core i7 7500U ,Nvidia GeForce GTX 950M,2.7,16,512,2048,SSD,Windows 10,1150,
978,HP,Notebook,15.6,1366,768,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,6,1024,,HDD,Windows 10,370,
